"Date","Price","Open","High","Low","Vol.","Change %"
"05/13/2020","2.541","2.620","2.641","2.541","35.93M","-4.55%"
"05/14/2020","2.609","2.527","2.623","2.475","28.31M","2.68%"
"05/15/2020","2.578","2.615","2.678","2.558","19.86M","-1.19%"
"05/18/2020","2.722","2.619","2.744","2.601","23.86M","5.59%"
"05/19/2020","2.599","2.800","2.820","2.532","42.37M","-4.52%"
"05/20/2020","2.583","2.547","2.599","2.457","35.36M","-0.62%"
"05/21/2020","2.566","2.544","2.618","2.505","21.85M","-0.66%"
"05/22/2020","2.589","2.522","2.657","2.495","32.62M","0.90%"
"05/25/2020","2.650","2.640","2.653","2.590","13.93M","2.36%"
"05/26/2020","2.825","2.690","2.826","2.685","37.51M","6.60%"
"05/27/2020","2.921","2.850","2.978","2.842","52.07M","3.40%"
"05/28/2020","2.931","2.986","2.999","2.861","30.62M","0.34%"
"05/29/2020","2.793","2.880","2.897","2.782","40.20M","-4.71%"
"06/01/2020","2.861","2.871","2.889","2.796","18.14M","2.43%"
"06/02/2020","3.005","2.872","3.044","2.841","31.19M","5.03%"
"06/03/2020","3.160","3.050","3.171","3.038","32.90M","5.16%"
"06/04/2020","3.212","3.117","3.270","3.093","48.97M","1.65%"
"06/05/2020","3.527","3.300","3.539","3.277","51.92M","9.81%"
"06/08/2020","3.550","3.485","3.646","3.465","45.13M","0.65%"
"06/09/2020","3.408","3.501","3.529","3.327","38.35M","-4.00%"
"06/10/2020","3.313","3.450","3.496","3.309","46.92M","-2.79%"
"06/11/2020","3.095","3.170","3.238","3.087","35.11M","-6.58%"
"06/12/2020","3.129","3.036","3.210","3.024","37.84M","1.10%"
"06/15/2020","3.055","2.978","3.103","2.973","30.68M","-2.36%"
"06/16/2020","3.153","3.190","3.228","3.084","29.12M","3.21%"
"06/17/2020","3.159","3.150","3.244","3.122","25.48M","0.19%"
"06/18/2020","3.101","3.135","3.217","3.055","42.08M","-1.84%"
"06/19/2020","3.106","3.147","3.189","3.093","76.08M","0.16%"
"06/22/2020","3.063","3.076","3.112","3.026","16.09M","-1.38%"
"06/23/2020","3.185","3.095","3.229","3.081","32.44M","3.98%"
"06/24/2020","3.032","3.150","3.195","3.026","18.47M","-4.80%"
"06/25/2020","3.071","3.000","3.084","2.960","59.82M","1.29%"
"06/26/2020","2.998","3.110","3.130","2.998","24.64M","-2.38%"
"06/29/2020","3.082","3.000","3.113","2.964","18.48M","2.80%"
